Witch =c(20, 7, 3, 8, 3, 7, 6, 8, 60, 24, 25, 26, 20, 25, 20, 3, 1, 2, 1, 0, 3, 3),
Rogue =c(16, 3, 1, 9, 2, 0, 7, 6, 60, 22, 30, 30, 22, 20, 20, 2, 1, 1, 0, 2, 2, C),
Great Knight =c(31, 8, 7, 6, 11, 3, 13, 7, 60, 28, 24, 24, 29, 25, 25, 3, 2, 1, 2, 2, 1, 3),
Warrior =c(34, 8, 5, 6, 5, 0, 13, 6, 60, 30, 28, 26, 26, 22, 25, 5, 3, 2, 2, 3, 3, 0),
Villager =c(18, 5, 3, 3, 6, 0, 6, 5, 60, 20, 20, 20, 20, 20, 20, 2, 1, 1, 1, 2, 1, 0),
Ballistician =c(25, 10, 6, 1, 7, 0, 25, 2, 60, 30, 30, 10, 30, 10, 25, 2, 2, 1, 1, 2, 1, 0),
Fighter =c(20, 6, 5, 5, 2, 0, 11, 5, 60, 20, 20, 20, 20, 20, 20, 2, 2, 1, 0, 0, 1, 0),
Warrior =c(34, 8, 5, 6, 5, 0, 13, 6, 60, 30, 28, 26, 26, 22, 25, 5, 3, 2, 2, 3, 3, 0),
Barbarian =c(20, 6, 2, 6, 3, 0, 12, 5, 60, 20, 20, 20, 20, 20, 20, 2, 1, 1, 0, 1, 1, 0),
Pirate =c(20, 6, 2, 6, 3, 0, 10, 5, 60, 20, 20, 20, 20, 20, 20, 2, 2, 0, 1, 1, 0, 0),
Berserker =c(32, 7, 6, 7, 6, 0, 13, 6, 60, 30, 29, 28, 23, 21, 25, 4, 3, 1, 3, 2, 2, 40),
Acolyte =c(16, 4, 5, 7, 1, , 6, 5, 60, 20, 20, 20, 20, 20, 20, 0, 0, 0, 0, 0, 0, 0),
Priest =c(18, 1, 1, 2, 1, 5, 5, 5, 60, 20, 20, 20, 20, 20, 20, 0, 0, 0, 0, 0, 0, 0),
Acolyte =c(37, 10, 8, 4, 4, 1, 6, 5, 60, 20, 20, 20, 20, 20, 20, 0, 0, 0, 0, 0, 0, 0),
Pegasus Kn. =c(14, 4, 5, 7, 3, 5, 6, 7, 60, 20, 20, 20, 20, 20, 25, 0, 0, 0, 0, 0, 0, 3),
Falcoknight =c(27, 6, 7, 9, 5, 7, 7, 8, 60, 23, 25, 28, 23, 26, 25, 5, 2, 2, 2, 2, 3, 3),
Rogue =c(16, 2, 2, 11, 2, 7, 7, 6, 60, 20, 30, 30, 20, 24, 20, 3, 1, 2, 3, 1, 2, C),
Troubadour =c(15, 4, 3, 6, 2, 5, 5, 6, 60, 20, 20, 20, 20, 20, 25, 0, 0, 0, 0, 0, 0, 3),
Valkyrie =c(23, 6, 5, 8, 4, 8, 7, 8, 60, 25, 24, 25, 24, 28, 25, 3, 2, 1, 0, 2, 3, 3),
Dancer =c(14, 1, 2, 7, 0, 1, 4, 6, 60, 10, 10, 30, 24, 26, 20, 0, 0, 0, 0, 0, 0, 10),
Soldier =c(20, 6, 5, 5, 5, 0, 8, 5, 60, 20, 20, 20, 20, 20, 20, 0, 0, 0, 0, 0, 0, 0),
Spartan =c(29, 8, 8, 6, 9, 3, 10, 6, 60, 27, 27, 25, 28, 24, 25, 4, 3, 2, 1, 3, 1, 0)










